pcap_filename,up_packets,down_packets,up_bytes,down_bytes,up_size_min,up_size_max,up_size_mean,up_size_std,down_size_min,down_size_max,down_size_mean,down_size_std,up_iat_min,up_iat_max,up_iat_mean,up_iat_std,down_iat_min,down_iat_max,down_iat_mean,down_iat_std,label
timesofindia_com_v10.pcap,134,132,11171,1308717,60.0,589.0,83.36567164179104,64.35970986882744,72.0,56076.0,9914.522727272728,12671.569518716507,5.0067901611328125e-06,0.0683281421661377,0.002345676708938484,0.0071623095884242,0.0,0.07317519187927246,0.0023530221167411512,0.00908057859248574,timesofindia_com
nypost_com_v5.pcap,143,135,10304,1580473,60.0,577.0,72.05594405594405,61.96996522947487,60.0,57000.0,11707.207407407408,14514.902468176835,5.0067901611328125e-06,0.058448076248168945,0.0021721611560230523,0.006430777167028225,9.5367431640625e-07,0.07176709175109863,0.002205896733412102,0.007815075106309199,nypost_com
abc_net_au_v7.pcap,77,78,6360,865284,60.0,589.0,82.59740259740259,59.94158622765388,72.0,56544.0,11093.384615384615,16068.009672216092,5.0067901611328125e-06,0.05740499496459961,0.001577540447837428,0.006585575166902889,9.5367431640625e-07,0.06108999252319336,0.0015055328220516056,0.006968621495232121,abc_net_au
ndtv_com_v10.pcap,17,16,2039,5915,60.0,589.0,119.94117647058823,120.32136898286203,72.0,2968.0,369.6875,689.1480899224418,5.0067901611328125e-06,0.057286977767944336,0.005476564168930054,0.013593504614582091,9.5367431640625e-07,0.06112408638000488,0.005571397145589193,0.015100160474257813,ndtv_com
rt_com_v7.pcap,149,144,11537,393501,60.0,589.0,77.42953020134229,43.20269924353038,72.0,2968.0,2732.6458333333335,742.3451715560888,3.814697265625e-06,0.2051529884338379,0.01264268159866333,0.036214568603152246,1.1920928955078125e-06,0.26140522956848145,0.011651595989307324,0.035149300677625124,rt_com
express_co_uk_v1.pcap,16,14,1990,6923,72.0,589.0,124.375,122.2021250838135,72.0,2928.0,494.5,817.0446525653995,4.0531158447265625e-06,0.058293819427490234,0.005212465922037761,0.014270013323458322,9.5367431640625e-07,0.062113046646118164,0.005756084735576923,0.01635072821793269,express_co_uk
news18_com_v2.pcap,94,93,7584,1221812,60.0,589.0,80.68085106382979,54.404359330565654,72.0,56544.0,13137.763440860215,16585.474430147362,1.9073486328125e-06,0.05836892127990723,0.0013580322265625,0.0060865836322273725,9.5367431640625e-07,0.062307119369506836,0.0013291421143904977,0.006533429990857295,news18_com
cnbc_com_v3.pcap,16,18,1966,5547,60.0,589.0,122.875,123.40273244543656,72.0,2756.0,308.1666666666667,611.9214047208642,9.059906005859375e-06,0.09284806251525879,0.008278258641560872,0.022767777923433426,0.0,0.09642696380615234,0.007074650596169864,0.02252898199673147,cnbc_com
ndtv_com_v6.pcap,17,16,2039,5914,60.0,589.0,119.94117647058823,120.32136898286203,72.0,2968.0,369.625,689.1478320179206,5.0067901611328125e-06,0.05976700782775879,0.00540567934513092,0.014170273228837474,9.5367431640625e-07,0.06314897537231445,0.005523411432902018,0.01557541929272433,ndtv_com
abc_net_au_v1.pcap,74,75,6144,865712,60.0,589.0,83.02702702702703,61.1057950480863,72.0,56544.0,11542.826666666666,16263.110437529742,5.0067901611328125e-06,0.05755805969238281,0.0015945597870709145,0.006750458490499517,9.5367431640625e-07,0.06111598014831543,0.001522041655875541,0.007127155083449182,abc_net_au
nypost_com_v9.pcap,150,146,10724,1581634,60.0,577.0,71.49333333333334,60.56013503581011,60.0,57000.0,10833.109589041096,13112.550133429,5.0067901611328125e-06,0.05940389633178711,0.0021069529872612667,0.007145268980239669,9.5367431640625e-07,0.07227015495300293,0.0020794835583917027,0.007542531139062355,nypost_com
nypost_com_v3.pcap,156,151,11084,1581462,60.0,577.0,71.05128205128206,59.42521640272075,60.0,57000.0,10473.258278145695,13234.969297188822,2.86102294921875e-06,0.05949711799621582,0.001956999686456496,0.007017934625227211,0.0,0.07099103927612305,0.0019384002685546874,0.007357966733903566,nypost_com
news18_com_v10.pcap,80,87,6696,1221380,60.0,589.0,83.7,58.68441019555365,72.0,56544.0,14038.850574712644,18435.169348522584,4.0531158447265625e-06,0.05810904502868652,0.0018401508089862292,0.0067272597446925795,9.5367431640625e-07,0.06193995475769043,0.0016418113264926645,0.006898700958607186,news18_com
