pcap_filename,label,total_trace_packets,trace_pt_1,trace_pt_2,trace_pt_3,trace_pt_4,trace_pt_5,trace_pt_6,trace_pt_7,trace_pt_8,trace_pt_9,trace_pt_10,trace_pt_11,trace_pt_12,trace_pt_13,trace_pt_14,trace_pt_15,trace_pt_16,trace_pt_17,trace_pt_18,trace_pt_19,trace_pt_20
timesofindia_com_v7.pcap,timesofindia_com,157,-589.0,4749.526315789473,10541.052631578947,11820.157894736842,35503.368421052626,58424.21052631578,82793.05263157895,106399.7894736842,141209.47368421053,181658.73684210525,232396.42105263154,293879.7894736843,365270.52631578944,450988.8421052631,548367.3684210527,666475.1578947369,811104.2105263156,1009995.1578947367,1194406.1052631577,1306945.0
nypost_com_v8.pcap,nypost_com,360,-577.0,4280.473684210526,28314.631578947367,67359.94736842105,110031.26315789472,156915.5789473684,201549.94736842104,252315.21052631576,304816.5263157895,375466.68421052623,473793.6315789472,570169.3684210527,673775.9473684209,772318.4210526313,884470.4736842104,1028656.5789473684,1140904.0,1292537.5263157887,1431955.894736842,1592285.0
timesofindia_com_v8.pcap,timesofindia_com,133,-589.0,4769.263157894737,10904.0,11278.0,23653.157894736836,42824.94736842105,65883.47368421052,94200.52631578947,129528.94736842102,171716.31578947365,229145.7894736842,285203.4736842105,347815.26315789466,440377.7894736841,566625.3684210526,729911.2631578948,902875.894736842,1099618.2105263155,1285614.8421052631,1305467.0
ndtv_com_v9.pcap,ndtv_com,17,-589.0,1910.3684210526312,2728.6315789473683,2810.0,2694.5263157894738,2594.5263157894738,2493.3684210526317,2403.2631578947367,2294.0,2476.1052631578946,2791.894736842105,3044.0,3152.842105263158,3239.578947368421,3539.4736842105262,3914.2105263157896,4038.2105263157896,3953.684210526316,3903.157894736842,3984.0
timesofindia_com_v3.pcap,timesofindia_com,136,-589.0,4857.263157894736,10862.157894736842,11346.526315789473,25437.57894736841,44919.47368421053,65837.36842105263,89627.26315789472,124451.68421052629,165775.89473684208,220326.42105263157,295509.99999999994,380216.52631578944,454871.0526315788,552879.4736842102,730699.2631578946,934896.1052631576,1074926.4210526305,1277687.2631578941,1305741.0
ndtv_com_v5.pcap,ndtv_com,17,-589.0,1910.3684210526312,2727.9473684210525,2809.0,2693.5263157894738,2593.5263157894738,2492.3684210526317,2402.2631578947367,2293.0,2475.1052631578946,2790.894736842105,3043.0,3130.157894736842,3043.421052631579,3119.315789473684,3375.9473684210525,3735.1578947368416,3951.684210526316,3901.157894736842,3982.0
washingtonpost_com_v9.pcap,washingtonpost_com,17,-589.0,1910.3684210526312,2897.6315789473683,3057.0,2941.5263157894738,2841.5263157894738,2740.3684210526317,2650.2631578947367,2536.5789473684213,2717.1052631578946,3032.894736842105,3285.0,3393.842105263158,3480.578947368421,3404.684210526316,3317.9473684210525,3330.684210526316,3356.684210526316,3306.157894736842,3387.0
abc_net_au_v10.pcap,abc_net_au,75,-589.0,3105.421052631579,3027.052631578947,3646.5263157894738,11851.31578947368,22471.894736842096,32583.473684210516,56489.15789473682,82223.89473684208,106891.68421052623,148325.78947368418,189150.2105263158,314431.36842105247,420491.9999999995,510548.4210526315,604644.0,653950.3684210525,705296.4736842102,814788.5263157893,863033.0
rt_com_v5.pcap,rt_com,146,-589.0,2280.684210526316,14041.052631578945,36691.57894736843,59342.10526315789,81992.63157894737,104643.15789473684,127293.6842105263,149944.2105263158,172594.73684210525,195245.26315789475,217895.7894736842,240546.31578947368,263196.8421052631,285847.3684210526,308497.8947368421,331148.4210526316,353798.947368421,376449.4736842105,391703.0
news18_com_v7.pcap,news18_com,94,-589.0,3780.421052631579,4077.0526315789466,6704.736842105256,20670.736842105256,44011.368421052604,72104.42105263156,102941.05263157893,149019.78947368416,190678.3157894736,304604.10526315746,387797.36842105264,521441.9999999994,607074.0,745682.2631578946,865609.0,990718.0526315789,1063851.5263157894,1192009.0,1219859.0
abc_net_au_v3.pcap,abc_net_au,78,-589.0,3085.6315789473683,3144.473684210526,3704.736842105263,13722.842105263151,24303.052631578936,48829.789473684206,72594.42105263156,104818.42105263154,132469.78947368418,208362.42105263151,245844.94736842104,284242.0,386850.5263157891,478137.6842105263,590839.9999999999,665055.9999999995,733479.9999999992,803733.0526315784,863945.0
indiatimes_com_v4.pcap,indiatimes_com,18,-589.0,2045.1052631578946,3378.157894736842,4818.263157894737,5269.0,5149.105263157895,5042.421052631579,4937.8421052631575,4837.526315789473,4742.736842105263,5078.263157894737,5413.789473684211,5571.0,5671.0526315789475,6045.315789473684,6304.631578947368,6394.368421052632,6697.789473684211,6632.105263157895,6718.0
washingtonpost_com_v2.pcap,washingtonpost_com,16,-589.0,1754.157894736842,2817.842105263158,3081.0,2966.3684210526317,2873.2105263157896,2777.842105263158,2689.684210526316,2595.105263157895,2539.4736842105262,2835.5263157894733,3131.5789473684213,3313.0,3410.1052631578946,3491.6315789473683,3576.1052631578946,3527.947368421053,3449.5789473684213,3414.2105263157896,3490.0
timesofindia_com_v4.pcap,timesofindia_com,144,-589.0,5134.315789473684,10762.631578947368,11325.368421052632,30510.421052631573,51400.526315789466,73738.63157894736,96076.73684210525,121615.6842105263,155918.84210526315,191746.21052631576,239233.78947368424,292132.31578947365,374295.6842105261,447390.0,564991.2631578948,732281.7894736842,976163.8947368414,1190857.3684210526,1306263.0
indiatimes_com_v8.pcap,indiatimes_com,18,-589.0,2045.1052631578946,3378.157894736842,4818.263157894737,5269.0,5149.105263157895,5042.421052631579,4937.8421052631575,4837.526315789473,4742.736842105263,5078.263157894737,5413.789473684211,5571.0,5671.0526315789475,6045.315789473684,6547.1578947368425,6788.473684210527,6697.789473684211,6632.105263157895,6718.0
express_co_uk_v9.pcap,express_co_uk,14,-589.0,1414.3684210526314,2931.4210526315787,3939.842105263158,3846.7894736842104,3761.315789473684,3680.263157894737,3597.4736842105262,3521.315789473684,3443.5263157894738,3350.4736842105267,3461.1052631578946,3608.2105263157896,3699.894736842105,3773.6315789473683,3789.8947368421054,3719.421052631579,4558.421052631576,5020.684210526316,4955.0
rt_com_v10.pcap,rt_com,148,-589.0,2317.6315789473683,14643.894736842103,37606.84210526315,60569.78947368421,83532.73684210525,106495.6842105263,129458.63157894737,149525.57894736843,172488.52631578947,195451.4736842105,218414.4210526316,241377.36842105264,264340.31578947365,287303.2631578948,310266.2105263158,330333.15789473685,353296.10526315786,376259.05263157893,391825.0
washingtonpost_com_v10.pcap,washingtonpost_com,15,-589.0,2103.4210526315787,2993.0,2888.157894736842,2801.2105263157896,2712.2105263157896,2628.9473684210525,2545.0526315789475,2442.6315789473683,2664.842105263158,2941.157894736842,3192.0,3290.0,3370.6315789473683,3381.4736842105262,3316.6315789473683,3395.4736842105262,3367.4736842105262,3347.2631578947367,3418.0
cnbc_com_v1.pcap,cnbc_com,16,-589.0,1587.5789473684208,2080.0,1972.5263157894738,1878.8947368421052,1783.3684210526317,1698.157894736842,1600.5263157894738,1656.4210526315787,1952.4736842105262,2248.5263157894733,2379.0,2469.7894736842104,2658.736842105263,3030.5789473684213,2949.2631578947367,3229.210526315789,3361.5789473684213,3326.2105263157896,3402.0
abc_net_au_v6.pcap,abc_net_au,76,-589.0,3099.2105263157896,3066.5263157894733,3630.263157894737,12474.157894736836,23122.999999999996,39335.21052631577,61568.05263157893,79609.31578947367,120513.73684210522,163856.8947368421,232364.68421052632,312055.3157894735,374603.52631578915,447929.2105263154,560682.4736842104,651592.9473684209,716580.7894736839,832248.6842105262,863824.0
