pcap_filename,label,total_trace_packets,trace_pt_1,trace_pt_2,trace_pt_3,trace_pt_4,trace_pt_5,trace_pt_6,trace_pt_7,trace_pt_8,trace_pt_9,trace_pt_10,trace_pt_11,trace_pt_12,trace_pt_13,trace_pt_14,trace_pt_15,trace_pt_16,trace_pt_17,trace_pt_18,trace_pt_19,trace_pt_20
cnbc_com_v5.pcap,cnbc_com,16,-589.0,1586.0,2078.0,1970.5263157894738,1876.8947368421052,1781.3684210526317,1696.157894736842,1598.5263157894738,1654.4210526315787,1950.4736842105262,2246.5263157894733,2377.0,2467.7894736842104,2656.736842105263,3058.684210526316,3428.9473684210525,3437.947368421053,3359.5789473684213,3324.2105263157896,3400.0
rt_com_v6.pcap,rt_com,147,-589.0,2299.157894736842,12905.473684210527,35712.21052631579,58518.94736842105,81325.68421052632,104132.42105263159,126939.15789473684,149745.8947368421,172552.63157894736,195359.3684210526,218166.10526315792,238076.84210526315,260883.5789473684,283690.3157894737,306497.052631579,329303.7894736842,352110.52631578944,374917.2631578947,391776.0
news18_com_v8.pcap,news18_com,92,-589.0,3791.842105263158,3997.105263157894,4326.8421052631575,16908.736842105256,31089.789473684203,61204.73684210522,92262.42105263154,134980.31578947365,187529.36842105255,258064.1052631578,391213.9999999999,482478.0,570845.9999999993,736262.8421052631,857629.9999999997,940206.0,1067441.3684210526,1143615.6842105258,1219573.0
indiatimes_com_v7.pcap,indiatimes_com,18,-589.0,2066.578947368421,3383.210526315789,4691.0,5320.368421052632,5357.0,5233.526315789473,5127.1578947368425,5021.105263157895,4923.842105263158,4802.1578947368425,5110.789473684211,5446.315789473684,5629.0,6030.631578947368,6547.1578947368425,6788.473684210527,6697.789473684211,6632.105263157895,6718.0
nypost_com_v4.pcap,nypost_com,139,-577.0,1771.315789473684,4341.210526315789,4722.1578947368425,21063.842105263157,42708.05263157894,64352.263157894726,95985.94736842102,131461.73684210525,186916.4736842105,243139.63157894733,306432.2631578947,384478.57894736837,507708.0526315785,650148.0526315786,789514.3684210528,967609.1052631579,1142937.5263157892,1381891.2105263155,1577101.0
cnbc_com_v8.pcap,cnbc_com,16,-589.0,1586.7894736842104,2079.0,1971.5263157894738,1877.8947368421052,1782.3684210526317,1697.157894736842,1599.5263157894738,1655.4210526315787,1951.4736842105262,2247.5263157894733,2378.0,2468.7894736842104,2657.736842105263,3059.684210526316,3429.9473684210525,3438.947368421053,3360.5789473684213,3325.2105263157896,3401.0
indiatimes_com_v3.pcap,indiatimes_com,20,-589.0,931.0,2451.0,3723.0,5243.0,5501.0,5349.0,5231.0,5110.0,5003.0,4867.0,5242.0,5617.0,5750.0,5853.0,5750.0,6389.0,6862.0,6766.0,6862.0
washingtonpost_com_v8.pcap,washingtonpost_com,16,-589.0,1754.157894736842,2818.4210526315787,3082.0,2967.3684210526317,2874.2105263157896,2778.842105263158,2690.684210526316,2596.105263157895,2540.4736842105262,2836.5263157894733,3132.5789473684213,3314.0,3411.1052631578946,3492.6315789473683,3577.1052631578946,3528.947368421053,3450.5789473684213,3415.2105263157896,3491.0
indiatimes_com_v2.pcap,indiatimes_com,19,-589.0,2200.052631578947,3514.578947368421,4920.894736842105,5372.157894736842,5317.0,5196.263157894737,5082.578947368421,4976.0526315789475,4859.421052631579,4972.631578947368,5327.894736842106,5594.0,5710.526315789473,5949.157894736842,6519.578947368422,6876.736842105263,6779.894736842105,6699.0526315789475,6790.0
news18_com_v9.pcap,news18_com,90,-589.0,3805.2631578947367,3919.157894736842,4830.210526315788,18732.94736842105,43762.42105263159,80756.94736842104,111654.63157894734,158404.10526315783,211147.15789473683,265723.5263157895,344115.2105263158,446955.6315789473,517594.15789473685,619694.3157894735,771162.2105263158,903572.3157894737,1020359.2631578945,1133335.684210526,1219549.0
news18_com_v4.pcap,news18_com,88,-589.0,3816.684210526316,3839.210526315789,4571.684210526316,22792.52631578947,46747.473684210505,76113.36842105261,127808.94736842102,226602.63157894736,330273.7894736842,398269.78947368416,424260.84210526326,499172.7368421052,595866.9999999995,699842.9999999999,860291.0,964419.4210526316,1081808.4736842106,1173667.0,1219435.0
rt_com_v9.pcap,rt_com,146,-589.0,2280.684210526316,18363.052631578947,41013.57894736843,63664.10526315789,86314.63157894737,108965.15789473684,131615.68421052632,154266.2105263158,174020.73684210525,196671.26315789475,219321.7894736842,241972.31578947368,264622.8421052631,287273.3684210526,309923.8947368421,329678.4210526316,352328.947368421,374979.4736842105,391681.0
washingtonpost_com_v5.pcap,washingtonpost_com,16,-589.0,1754.157894736842,2817.842105263158,3081.0,2966.3684210526317,2873.2105263157896,2777.842105263158,2689.684210526316,2595.105263157895,2539.4736842105262,2835.5263157894733,3131.5789473684213,3313.0,3410.1052631578946,3491.6315789473683,3576.1052631578946,3527.947368421053,3449.5789473684213,3414.2105263157896,3490.0
timesofindia_com_v10.pcap,timesofindia_com,132,-589.0,4748.526315789473,10919.0,11256.0,22941.42105263158,41803.52631578947,64066.68421052632,91771.52631578945,126127.31578947368,166227.10526315792,208972.15789473683,278321.0000000001,357495.1052631579,447250.2631578947,576382.0526315789,724559.7368421054,888457.8421052631,1088482.6842105263,1284048.3684210526,1305394.0
nypost_com_v5.pcap,nypost_com,140,-577.0,1789.5789473684206,4332.0526315789475,4709.789473684211,18773.21052631578,40574.263157894726,62375.315789473665,91783.73684210525,123497.42105263156,176496.36842105255,245632.1578947367,317150.052631579,444685.8421052629,576908.9999999993,747937.4210526312,891456.3684210526,1029758.9999999997,1216651.0,1440930.999999999,1577145.0
abc_net_au_v7.pcap,abc_net_au,77,-589.0,3094.0,3107.0,3615.0,13101.0,23525.0,39741.0,67541.0,82309.0,113005.0,149493.0,187429.0,263013.0,374797.0,474997.0,547685.0,614581.0,736501.0,809189.0,863208.0
ndtv_com_v10.pcap,ndtv_com,17,-589.0,1910.3684210526312,2728.6315789473683,2810.0,2694.5263157894738,2594.5263157894738,2493.3684210526317,2403.2631578947367,2294.0,2476.1052631578946,2791.894736842105,3044.0,3152.842105263158,3239.578947368421,3539.4736842105262,3914.2105263157896,4038.2105263157896,3953.684210526316,3903.157894736842,3984.0
rt_com_v7.pcap,rt_com,146,-589.0,2280.684210526316,18363.052631578947,41013.57894736843,63664.10526315789,86314.63157894737,108965.15789473684,131615.68421052632,154266.2105263158,176916.73684210525,199567.26315789475,222217.7894736842,244868.31578947368,267518.8421052631,290169.3684210526,312134.0,332574.4210526316,355224.947368421,374979.4736842105,391660.0
express_co_uk_v1.pcap,express_co_uk,14,-589.0,1414.3684210526314,2891.6315789473683,3848.4736842105262,3971.6315789473683,3961.7368421052633,3870.5789473684213,3789.842105263158,3707.684210526316,3627.105263157895,3553.8947368421054,3465.421052631579,3453.842105263158,3625.578947368421,3734.7894736842104,3767.8947368421054,3697.421052631579,4536.421052631576,4998.684210526316,4933.0
news18_com_v2.pcap,news18_com,97,-589.0,3760.6315789473683,4169.0,8109.6315789473665,22135.84210526316,37132.052631578954,53500.05263157895,87396.47368421052,131276.47368421053,205640.68421052632,277261.3157894737,409088.2631578948,533257.0,650680.1578947366,731750.8947368421,857709.6315789474,925977.0,1012611.1052631579,1162118.894736842,1220096.0
cnbc_com_v3.pcap,cnbc_com,16,-589.0,1586.7894736842104,2079.0,1971.5263157894738,1877.8947368421052,1782.3684210526317,1697.157894736842,1599.5263157894738,1655.4210526315787,1951.4736842105262,2247.5263157894733,2378.0,2468.7894736842104,2657.736842105263,3059.684210526316,3429.9473684210525,3438.947368421053,3360.5789473684213,3325.2105263157896,3401.0
ndtv_com_v6.pcap,ndtv_com,17,-589.0,1910.3684210526312,2728.6315789473683,2810.0,2694.5263157894738,2594.5263157894738,2493.3684210526317,2403.2631578947367,2294.0,2476.1052631578946,2791.894736842105,3044.0,3152.842105263158,3239.578947368421,3538.6842105263154,3913.2105263157896,4037.2105263157896,3952.684210526316,3902.157894736842,3983.0
abc_net_au_v1.pcap,abc_net_au,76,-589.0,3099.2105263157896,3066.5263157894733,3630.263157894737,12474.157894736836,23219.94736842105,33487.73684210525,58616.5789473684,83440.57894736838,110779.52631578944,146958.8947368421,198685.2105263158,275789.63157894724,360134.0526315789,445392.9999999996,553972.3684210526,625361.0,697968.9999999992,821257.0,863780.0
nypost_com_v9.pcap,nypost_com,150,-577.0,1972.2105263157894,4406.473684210527,4823.894736842105,23628.8947368421,46998.36842105262,70367.84210526316,93737.3157894737,132014.15789473683,180741.52631578947,224935.21052631576,298328.8947368423,404995.2105263157,515657.3157894736,630929.9473684211,819707.1052631579,975801.3157894734,1187948.9999999993,1413028.9999999998,1578246.0
nypost_com_v3.pcap,nypost_com,156,-577.0,2045.2631578947369,4338.578947368421,6923.315789473682,25635.105263157893,49945.63157894736,78559.3157894737,114780.36842105263,147389.84210526312,196366.6842105263,252643.52631578944,318295.10526315786,404002.47368421056,549262.4736842103,682074.0526315789,829024.5789473684,1020833.7368421046,1236327.4210526312,1465268.4736842103,1578134.0
news18_com_v10.pcap,news18_com,91,-589.0,3798.0526315789475,3957.631578947368,5297.842105263154,19356.789473684206,28558.999999999996,65328.684210526306,88990.15789473681,132923.63157894733,178838.5789473684,262401.5263157894,363188.0526315789,493086.99999999994,575583.0,705863.0,776774.9999999997,913837.7368421052,1031543.0,1161823.0,1219664.0
